"V1" "V2" "V3" "V4" "V5" "V6"
6.66733333333333 3.335 3.36666666666667 6.68333333333333 6.68333333333333 7.33333333333333
13.3336666666667 3.335 3.36666666666667 6.68333333333333 6.68333333333333 7.33333333333333
6.66733333333333 1.67 6.68333333333333 6.68333333333333 6.68333333333333 7.33333333333333
13.3336666666667 1.67 6.68333333333333 6.68333333333333 6.68333333333333 7.33333333333333
6.66733333333333 3.335 6.68333333333333 6.68333333333333 6.68333333333333 7.33333333333333
13.3336666666667 3.335 6.68333333333333 6.68333333333333 6.68333333333333 7.33333333333333
6.66733333333333 1.67 3.36666666666667 3.36666666666667 3.36666666666667 13.6666666666667
13.3336666666667 1.67 3.36666666666667 3.36666666666667 3.36666666666667 13.6666666666667
6.66733333333333 3.335 3.36666666666667 3.36666666666667 3.36666666666667 13.6666666666667
13.3336666666667 3.335 3.36666666666667 3.36666666666667 3.36666666666667 13.6666666666667
6.66733333333333 1.67 6.68333333333333 3.36666666666667 3.36666666666667 13.6666666666667
13.3336666666667 1.67 6.68333333333333 3.36666666666667 3.36666666666667 13.6666666666667
6.66733333333333 3.335 6.68333333333333 3.36666666666667 3.36666666666667 13.6666666666667
13.3336666666667 3.335 6.68333333333333 3.36666666666667 3.36666666666667 13.6666666666667
6.66733333333333 1.67 3.36666666666667 6.68333333333333 3.36666666666667 13.6666666666667
13.3336666666667 1.67 3.36666666666667 6.68333333333333 3.36666666666667 13.6666666666667
6.66733333333333 3.335 3.36666666666667 6.68333333333333 3.36666666666667 13.6666666666667
13.3336666666667 3.335 3.36666666666667 6.68333333333333 3.36666666666667 13.6666666666667
6.66733333333333 1.67 6.68333333333333 6.68333333333333 3.36666666666667 13.6666666666667
13.3336666666667 1.67 6.68333333333333 6.68333333333333 3.36666666666667 13.6666666666667
6.66733333333333 3.335 6.68333333333333 6.68333333333333 3.36666666666667 13.6666666666667
13.3336666666667 3.335 6.68333333333333 6.68333333333333 3.36666666666667 13.6666666666667
6.66733333333333 1.67 3.36666666666667 3.36666666666667 6.68333333333333 13.6666666666667
13.3336666666667 1.67 3.36666666666667 3.36666666666667 6.68333333333333 13.6666666666667
6.66733333333333 3.335 3.36666666666667 3.36666666666667 6.68333333333333 13.6666666666667
13.3336666666667 3.335 3.36666666666667 3.36666666666667 6.68333333333333 13.6666666666667
6.66733333333333 1.67 6.68333333333333 3.36666666666667 6.68333333333333 13.6666666666667
13.3336666666667 1.67 6.68333333333333 3.36666666666667 6.68333333333333 13.6666666666667
6.66733333333333 3.335 6.68333333333333 3.36666666666667 6.68333333333333 13.6666666666667
13.3336666666667 3.335 6.68333333333333 3.36666666666667 6.68333333333333 13.6666666666667
6.66733333333333 1.67 3.36666666666667 6.68333333333333 6.68333333333333 13.6666666666667
13.3336666666667 1.67 3.36666666666667 6.68333333333333 6.68333333333333 13.6666666666667
6.66733333333333 3.335 3.36666666666667 6.68333333333333 6.68333333333333 13.6666666666667
13.3336666666667 3.335 3.36666666666667 6.68333333333333 6.68333333333333 13.6666666666667
6.66733333333333 1.67 6.68333333333333 6.68333333333333 6.68333333333333 13.6666666666667
13.3336666666667 1.67 6.68333333333333 6.68333333333333 6.68333333333333 13.6666666666667
6.66733333333333 3.335 6.68333333333333 6.68333333333333 6.68333333333333 13.6666666666667
13.3336666666667 3.335 6.68333333333333 6.68333333333333 6.68333333333333 13.6666666666667
